Married,Years_Together,First_Together,End_Year,Religious_Attendance,Interracial_Couple,Age_Diff,Age,P_Age,Education,P_Education,Gender,Household_Income,Ethnicity,P_Ethnicity,Politics,P_Politics,White ,Black or African American ,American Indian or Alaska Native ,Asian Indian ,Chinese ,Filipino ,Japanese ,Korean ,Vietnamese ,Other Asian ,Hawaiian ,Guamanian ,Samoan ,Other Pacific Islander ,Some other race ,R_cowork,R_friend,R_family,R_sig_other,R_neighbor,P_cowork,P_friend,P_family,P_sig_other,P_neighbor,btwn_I_cowork,btwn_I_friend,btwn_I_family,btwn_I_sig_other,btwn_I_neighbor,school,college,mil,church,vol_org,customer,bar_restaurant,party,internet_other,internet_dating,internet_soc_network,internet_game,internet_chat,internet_org,public,blind_date,vacation,single_serve_nonint,business_trip,work_neighbors,met_online
"No, I am not Married",10.0,2007.0,,Once a year or less,no,0.0,27,27.0,High school,12th grade no diploma,Female,"$30,000 to $34,999","White, Non-Hispanic",White,Leans Democrat,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",26.0,1991.0,,Never,no,1.0,48,47.0,Less than high school,12th grade no diploma,Male,"$10,000 to $12,499","White, Non-Hispanic",White,Strong Democrat,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",34.0,1983.0,,Once a week,no,2.0,57,55.0,Some college,HS graduate or GED,Female,"$60,000 to $74,999","White, Non-Hispanic",White,Not Strong Democrat,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",41.0,1976.0,,A few times a year,no,3.0,69,66.0,Bachelor's degree or higher,Masters degree,Male,"$100,000 to $124,999",Hispanic,White,Leans Democrat,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",57.0,1960.0,,A few times a year,no,0.0,77,77.0,High school,HS graduate or GED,Female,"$30,000 to $34,999","White, Non-Hispanic",White,Not Strong Democrat,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",45.0,1972.0,,A few times a year,no,2.0,63,65.0,High school,12th grade no diploma,Male,"$60,000 to $74,999","White, Non-Hispanic",White,Leans Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",42.0,1975.0,,Once a year or less,no,3.0,59,62.0,High school,Associate degree,Female,"$150,000 to $174,999",Hispanic,White,Not Strong Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",4.0,2013.0,,Never,no,1.0,36,37.0,Some college,"Some college, no degree",Female,"$30,000 to $34,999","White, Non-Hispanic",White,Leans Republican,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes
"Yes, I am Married",1.0,2016.0,,Never,yes,2.0,31,29.0,Bachelor's degree or higher,Bachelors degree,Male,"$40,000 to $49,999","White, Non-Hispanic",Asian or Pacific Islander,Leans Democrat,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes
"No, I am not Married",13.0,1980.0,1993.0,Never,no,4.0,68,64.0,Bachelor's degree or higher,HS graduate or GED,Female,"$40,000 to $49,999","White, Non-Hispanic",White,Leans Democrat,Leans Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
"No, I am not Married",2.0,2015.0,,Once a year or less,no,1.0,44,45.0,Bachelor's degree or higher,"Some college, no degree",Female,"$85,000 to $99,999","White, Non-Hispanic",White,Not Strong Democrat,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",16.0,2001.0,,More than once a week,no,4.0,48,44.0,Bachelor's degree or higher,Bachelors degree,Male,"$125,000 to $149,999","Other, Non-Hispanic",Asian or Pacific Islander,Leans Republican,Leans Republican,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",10.0,2007.0,,Once or twice a month,no,1.0,28,27.0,Bachelor's degree or higher,Masters degree,Male,"$250,000 or more",Hispanic,White,Undecided/Independent/Other,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",37.0,1980.0,,A few times a year,no,1.0,57,56.0,Some college,HS graduate or GED,Male,"$100,000 to $124,999","White, Non-Hispanic",White,Not Strong Democrat,Leans Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no
"Yes, I am Married",16.0,2001.0,,Once a year or less,no,8.0,54,62.0,Some college,"Some college, no degree",Female,"$85,000 to $99,999","White, Non-Hispanic",White,Strong Republican,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",2.0,2015.0,,Never,no,4.0,22,26.0,Bachelor's degree or higher,Bachelors degree,Male,"$100,000 to $124,999",Hispanic,White,Strong Democrat,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes
"Yes, I am Married",24.0,1993.0,,A few times a year,no,2.0,50,48.0,Bachelor's degree or higher,Bachelors degree,Female,"$250,000 or more","White, Non-Hispanic",White,Not Strong Democrat,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",24.0,1993.0,,Once or twice a month,no,11.0,77,66.0,High school,"Some college, no degree",Male,"$50,000 to $59,999","White, Non-Hispanic",White,Leans Republican,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",19.0,1998.0,,Never,yes,9.0,50,59.0,Less than high school,10th grade,Female,"$25,000 to $29,999","White, Non-Hispanic",Black or African American,Leans Democrat,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",3.0,2014.0,,Once or twice a month,no,1.0,24,23.0,Less than high school,"Some college, no degree",Male,"$20,000 to $24,999",Hispanic,White,Leans Democrat,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",17.0,2000.0,,Once a year or less,no,7.0,43,36.0,Bachelor's degree or higher,Bachelors degree,Male,"$75,000 to $84,999","White, Non-Hispanic",White,Leans Republican,Leans Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",41.0,1976.0,,Never,no,1.0,69,68.0,Bachelor's degree or higher,Bachelors degree,Female,"$200,000 to $249,999","White, Non-Hispanic",White,Leans Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"No, I am not Married",51.0,1963.0,2014.0,Once a week,no,3.0,85,82.0,Some college,"Some college, no degree",Male,"$40,000 to $49,999","White, Non-Hispanic",White,Strong Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",42.0,1975.0,,Never,no,6.0,64,58.0,High school,HS graduate or GED,Male,"$85,000 to $99,999","White, Non-Hispanic",White,Strong Democrat,Leans Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",44.0,1973.0,,Once a year or less,no,2.0,60,58.0,High school,Associate degree,Male,"$25,000 to $29,999","White, Non-Hispanic",White,Leans Democrat,Leans Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",27.0,1990.0,,Never,no,4.0,63,67.0,Less than high school,11th grade,Male,"$20,000 to $24,999","White, Non-Hispanic",White,Not Strong Democrat,Leans Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
"Yes, I am Married",23.0,1994.0,,Once a year or less,no,2.0,41,43.0,Bachelor's degree or higher,Bachelors degree,Female,"$100,000 to $124,999","White, Non-Hispanic",White,Strong Democrat,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",13.0,2004.0,,Never,no,7.0,41,34.0,Some college,"Some college, no degree",Male,"$60,000 to $74,999","White, Non-Hispanic",White,Strong Democrat,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes
"No, I am not Married",16.0,2001.0,,A few times a year,no,14.0,64,50.0,Bachelor's degree or higher,Masters degree,Female,"$100,000 to $124,999","White, Non-Hispanic",White,Leans Democrat,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no
"No, I am not Married",10.0,2007.0,,Never,no,9.0,28,37.0,Bachelor's degree or higher,Masters degree,Male,"$85,000 to $99,999","White, Non-Hispanic",White,Leans Democrat,Not Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",0.0,2017.0,,Once a year or less,yes,1.0,27,26.0,Some college,HS graduate or GED,Female,"$100,000 to $124,999","White, Non-Hispanic",Black or African American,Undecided/Independent/Other,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes
"Yes, I am Married",20.0,1997.0,,Once a year or less,no,2.0,42,44.0,Bachelor's degree or higher,Bachelors degree,Female,"$100,000 to $124,999","White, Non-Hispanic",White,Not Strong Republican,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",40.0,1977.0,,Once a week,no,1.0,61,62.0,Bachelor's degree or higher,Masters degree,Male,"$150,000 to $174,999","White, Non-Hispanic",White,Strong Democrat,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",37.0,1980.0,,Once a year or less,no,1.0,51,52.0,Some college,"Some college, no degree",Female,"$40,000 to $49,999","White, Non-Hispanic",White,Strong Democrat,Leans Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",39.0,1978.0,,Never,no,0.0,55,55.0,Bachelor's degree or higher,Masters degree,Male,"$150,000 to $174,999","White, Non-Hispanic",White,Strong Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",21.0,1996.0,,Once a week,no,3.0,50,53.0,High school,Associate degree,Male,"$25,000 to $29,999","White, Non-Hispanic",White,Strong Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",36.0,1981.0,,Never,yes,1.0,61,62.0,Bachelor's degree or higher,Bachelors degree,Male,"$100,000 to $124,999","White, Non-Hispanic",Other (please specify),Not Strong Democrat,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no
"Yes, I am Married",28.0,1989.0,,Never,no,1.0,56,57.0,Bachelor's degree or higher,HS graduate or GED,Female,"$75,000 to $84,999","White, Non-Hispanic",White,Leans Republican,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",1.0,2016.0,,More than once a week,no,7.0,35,28.0,High school,HS graduate or GED,Male,"Less than $5,000","White, Non-Hispanic",White,Not Strong Democrat,Not Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes
"Yes, I am Married",21.0,1996.0,,Once a week,no,6.0,56,50.0,Bachelor's degree or higher,Professional or Doctorate degree,Male,"$100,000 to $124,999","White, Non-Hispanic",White,Strong Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",47.0,1970.0,,Once a week,no,0.0,70,70.0,Some college,Bachelors degree,Female,"$35,000 to $39,999","White, Non-Hispanic",White,Leans Democrat,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",1.0,2016.0,,A few times a year,no,2.0,27,29.0,Bachelor's degree or higher,"Some college, no degree",Female,"$85,000 to $99,999","White, Non-Hispanic",White,Strong Democrat,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes
"No, I am not Married",0.0,2017.0,,A few times a year,yes,3.0,68,65.0,Some college,"Some college, no degree",Male,"$125,000 to $149,999","2+ Races, Non-Hispanic",White,Leans Democrat,Not Strong Democrat,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes
"No, I am not Married",6.0,2011.0,,Never,no,9.0,45,36.0,Bachelor's degree or higher,Associate degree,Male,"$85,000 to $99,999","White, Non-Hispanic",White,Strong Democrat,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes
"No, I am not Married",2.0,2015.0,,A few times a year,yes,26.0,55,29.0,Some college,"Some college, no degree",Female,"$15,000 to $19,999","2+ Races, Non-Hispanic",White,Not Strong Democrat,Undecided/Independent/Other,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",10.0,2007.0,,A few times a year,yes,0.0,24,24.0,High school,"Some college, no degree",Female,"$150,000 to $174,999","White, Non-Hispanic",Other (please specify),Strong Republican,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",35.0,1981.0,2016.0,A few times a year,no,5.0,63,58.0,High school,HS graduate or GED,Female,"$50,000 to $59,999",Hispanic,White,Strong Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",46.0,1971.0,,Never,no,0.0,63,63.0,Bachelor's degree or higher,"Some college, no degree",Female,"$150,000 to $174,999","White, Non-Hispanic",White,Not Strong Democrat,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",17.0,2000.0,,Once a year or less,yes,7.0,57,50.0,High school,HS graduate or GED,Male,"$12,500 to $14,999","Black, Non-Hispanic",White,Leans Republican,Strong Republican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
"No, I am not Married",0.0,2017.0,,Once a week,yes,5.0,25,30.0,Some college,HS graduate or GED,Female,"Less than $5,000",Hispanic,White,Not Strong Democrat,Undecided/Independent/Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes
"No, I am not Married",15.0,2002.0,,Once a year or less,no,1.0,60,61.0,Some college,Bachelors degree,Female,"$175,000 to $199,999","White, Non-Hispanic",White,Leans Democrat,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",7.0,2010.0,,Once a week,no,10.0,28,38.0,Bachelor's degree or higher,HS graduate or GED,Female,"$250,000 or more","White, Non-Hispanic",White,Strong Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",3.0,2014.0,,Once a year or less,no,13.0,42,29.0,High school,"Some college, no degree",Male,"$20,000 to $24,999","White, Non-Hispanic",White,Strong Republican,Leans Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",11.0,2006.0,,More than once a week,yes,4.0,40,36.0,Bachelor's degree or higher,Associate degree,Male,"$85,000 to $99,999","Black, Non-Hispanic",Other (please specify),Leans Democrat,Not Strong Democrat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",0.0,2017.0,,Never,no,6.0,25,19.0,Bachelor's degree or higher,"Some college, no degree",Male,"$100,000 to $124,999","White, Non-Hispanic",White,Strong Republican,Leans Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes
"Yes, I am Married",24.0,1993.0,,Never,no,0.0,42,42.0,Less than high school,"Some college, no degree",Male,"$60,000 to $74,999","White, Non-Hispanic",White,Strong Democrat,Leans Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",0.0,2017.0,,Once a year or less,yes,20.0,61,41.0,Bachelor's degree or higher,Bachelors degree,Male,"$40,000 to $49,999","White, Non-Hispanic",Asian or Pacific Islander,Leans Republican,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes
"Yes, I am Married",27.0,1990.0,,Once a week,no,20.0,67,47.0,Less than high school,HS graduate or GED,Male,"$75,000 to $84,999","White, Non-Hispanic",White,Leans Republican,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",57.0,1960.0,,Never,no,1.0,71,72.0,High school,9th grade,Female,"$20,000 to $24,999","White, Non-Hispanic",White,Leans Republican,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",22.0,1995.0,,Never,yes,6.0,39,45.0,Some college,12th grade no diploma,Female,"$12,500 to $14,999","2+ Races, Non-Hispanic",White,Strong Democrat,Undecided/Independent/Other,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",19.0,1998.0,,Never,no,1.0,43,44.0,Bachelor's degree or higher,Bachelors degree,Female,"$150,000 to $174,999","White, Non-Hispanic",White,Strong Democrat,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",13.0,2004.0,,Never,no,9.0,39,30.0,High school,10th grade,Female,"$5,000 to $7,499","White, Non-Hispanic",White,Leans Republican,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",26.0,1991.0,,Once a year or less,no,0.0,49,49.0,Some college,Associate degree,Male,"$125,000 to $149,999","White, Non-Hispanic",White,Strong Republican,Leans Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"Yes, I am Married",10.0,2007.0,,Once a year or less,no,12.0,44,32.0,Bachelor's degree or higher,Associate degree,Male,"$75,000 to $84,999","White, Non-Hispanic",White,Strong Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",43.0,1974.0,,Once a week,no,0.0,74,74.0,High school,"Some college, no degree",Male,"$75,000 to $84,999","White, Non-Hispanic",White,Strong Democrat,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",43.0,1974.0,,A few times a year,yes,1.0,59,60.0,High school,"Some college, no degree",Female,"$85,000 to $99,999","2+ Races, Non-Hispanic",White,Not Strong Democrat,Undecided/Independent/Other,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",21.0,1996.0,,Once a week,no,6.0,75,69.0,Some college,Associate degree,Male,"$40,000 to $49,999","White, Non-Hispanic",White,Strong Republican,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
