,Married,Years_Together,First_Together,End_Year,Religious_Attendance,Interracial_Couple,Age_Diff,Age,Edu_Diff,Pol_Diff,P_Age,Education,P_Education,Gender,Household_Income,Ethnicity,P_Ethnicity,Politics,P_Politics,White ,Black or African American ,American Indian or Alaska Native ,Asian Indian ,Chinese ,Filipino ,Japanese ,Korean ,Vietnamese ,Other Asian ,Hawaiian ,Guamanian ,Samoan ,Other Pacific Islander ,Some other race ,R_cowork,R_friend,R_family,R_sig_other,R_neighbor,P_cowork,P_friend,P_family,P_sig_other,P_neighbor,btwn_I_cowork,btwn_I_friend,btwn_I_family,btwn_I_sig_other,btwn_I_neighbor,school,college,mil,church,vol_org,customer,bar_restaurant,party,internet_other,internet_dating,internet_soc_network,internet_game,internet_chat,internet_org,public,blind_date,vacation,single_serve_nonint,business_trip,work_neighbors,met_online,places_met
2400,"Yes, I am Married",24.0,1993.0,,5,no,0.0,42,2,1,42.0,3,1,Male,12,"White, Non-Hispanic",White,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2401,"No, I am not Married",0.0,2017.0,,4,yes,20.0,61,0,2,41.0,0,0,Male,10,"White, Non-Hispanic",Asian or Pacific Islander,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,internet_other
2402,"Yes, I am Married",27.0,1990.0,,1,no,20.0,67,1,2,47.0,3,2,Male,13,"White, Non-Hispanic",White,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2403,"Yes, I am Married",57.0,1960.0,,5,no,1.0,71,1,2,72.0,2,3,Female,6,"White, Non-Hispanic",White,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
2404,"No, I am not Married",22.0,1995.0,,5,yes,6.0,39,2,3,45.0,1,3,Female,4,"2+ Races, Non-Hispanic",White,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2405,"Yes, I am Married",19.0,1998.0,,5,no,1.0,43,0,3,44.0,0,0,Female,17,"White, Non-Hispanic",White,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2406,"No, I am not Married",13.0,2004.0,,5,no,9.0,39,1,2,30.0,2,3,Female,1,"White, Non-Hispanic",White,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,P_soc_circle
2407,"Yes, I am Married",26.0,1991.0,,4,no,0.0,49,0,1,49.0,1,1,Male,16,"White, Non-Hispanic",White,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,R_soc_circle
2408,"Yes, I am Married",10.0,2007.0,,4,no,12.0,44,1,0,32.0,0,1,Male,13,"White, Non-Hispanic",White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,party
2409,"Yes, I am Married",43.0,1974.0,,1,no,0.0,74,1,0,74.0,2,1,Male,13,"White, Non-Hispanic",White,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2410,"Yes, I am Married",43.0,1974.0,,3,yes,1.0,59,1,1,60.0,2,1,Female,14,"2+ Races, Non-Hispanic",White,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2411,"No, I am not Married",21.0,1996.0,,1,no,6.0,75,0,6,69.0,1,1,Male,10,"White, Non-Hispanic",White,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,bar_restaurant
2412,"Yes, I am Married",23.0,1994.0,,1,no,1.0,55,2,0,56.0,0,2,Female,16,"White, Non-Hispanic",White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2413,"Yes, I am Married",27.0,1990.0,,5,no,10.0,52,1,0,62.0,1,2,Male,14,"White, Non-Hispanic",White,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2414,"Yes, I am Married",6.0,2011.0,,4,no,13.0,47,1,1,60.0,0,1,Female,12,"White, Non-Hispanic",White,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2415,"Yes, I am Married",62.0,1955.0,,2,no,0.0,77,0,2,77.0,2,2,Female,11,"White, Non-Hispanic",White,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2416,"Yes, I am Married",42.0,1975.0,,1,no,1.0,58,0,0,59.0,0,0,Female,14,"White, Non-Hispanic",White,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2417,"No, I am not Married",15.0,1995.0,2010.0,5,yes,7.0,57,1,2,50.0,1,2,Male,20,"Black, Non-Hispanic",Asian or Pacific Islander,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2418,"Yes, I am Married",25.0,1992.0,,3,yes,3.0,42,1,1,45.0,2,1,Male,15,"White, Non-Hispanic",Other (please specify),4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,bar_restaurant
2419,"Yes, I am Married",33.0,1984.0,,5,no,13.0,50,1,1,63.0,1,0,Female,16,"White, Non-Hispanic",White,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2420,"Yes, I am Married",29.0,1988.0,,5,no,1.0,55,0,1,54.0,0,0,Male,18,"White, Non-Hispanic",White,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2421,"Yes, I am Married",12.0,2005.0,,2,no,5.0,46,1,2,41.0,1,0,Female,15,"Black, Non-Hispanic",Black or African American,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2422,"Yes, I am Married",18.0,1999.0,,3,no,0.0,34,0,1,34.0,0,0,Male,18,"White, Non-Hispanic",White,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
2423,"Yes, I am Married",31.0,1986.0,,4,no,10.0,54,0,0,64.0,0,0,Female,19,"White, Non-Hispanic",White,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2424,"Yes, I am Married",16.0,2001.0,,5,no,0.0,29,2,1,29.0,0,2,Female,15,"White, Non-Hispanic",White,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2425,"Yes, I am Married",19.0,1998.0,,2,no,1.0,50,1,0,49.0,0,1,Male,14,"White, Non-Hispanic",White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2426,"Yes, I am Married",29.0,1988.0,,1,no,6.0,46,1,1,52.0,1,2,Female,10,"White, Non-Hispanic",White,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,church
2427,"Yes, I am Married",12.0,2005.0,,4,no,2.0,30,0,0,32.0,0,0,Female,17,"White, Non-Hispanic",White,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2428,"Yes, I am Married",18.0,1999.0,,0,no,1.0,35,0,0,36.0,2,2,Male,9,"White, Non-Hispanic",White,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2429,"No, I am not Married",3.0,2014.0,,3,no,21.0,46,0,5,25.0,1,1,Male,7,"White, Non-Hispanic",White,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,bar_restaurant
2430,"Yes, I am Married",24.0,1993.0,,1,no,2.0,62,0,0,60.0,2,2,Female,12,"White, Non-Hispanic",White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2431,"Yes, I am Married",10.0,2007.0,,4,no,4.0,26,2,2,30.0,3,1,Female,9,"White, Non-Hispanic",White,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2432,"Yes, I am Married",15.0,2002.0,,4,no,1.0,35,0,2,36.0,1,1,Female,9,"White, Non-Hispanic",White,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,met_online
2433,"No, I am not Married",2.0,2015.0,,3,no,1.0,21,1,0,22.0,1,0,Male,10,"White, Non-Hispanic",White,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,internet_dating
2434,"Yes, I am Married",40.0,1977.0,,4,yes,0.0,64,1,0,64.0,0,1,Female,12,"2+ Races, Non-Hispanic",White,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2435,"Yes, I am Married",8.0,2009.0,,1,no,8.0,30,0,1,38.0,2,2,Female,10,Hispanic,White,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2436,"Yes, I am Married",43.0,1974.0,,1,no,5.0,68,1,0,63.0,1,2,Male,9,"White, Non-Hispanic",White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2437,"Yes, I am Married",18.0,1999.0,,0,no,4.0,45,0,0,41.0,0,0,Male,15,"White, Non-Hispanic",White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2438,"No, I am not Married",0.0,2017.0,,3,no,4.0,27,0,3,23.0,0,0,Male,17,"White, Non-Hispanic",White,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,internet_dating
2439,"Yes, I am Married",26.0,1991.0,,3,no,10.0,62,1,0,52.0,1,0,Male,16,"White, Non-Hispanic",White,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2440,"Yes, I am Married",6.0,2011.0,,1,no,7.0,20,1,1,27.0,2,3,Female,12,Hispanic,White,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,internet_soc_network
2441,"No, I am not Married",9.0,2008.0,,4,no,12.0,48,1,2,36.0,1,2,Male,6,"White, Non-Hispanic",White,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2442,"Yes, I am Married",9.0,2008.0,,5,no,4.0,27,0,0,31.0,0,0,Female,10,"White, Non-Hispanic",White,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,internet_game
2443,"Yes, I am Married",14.0,2003.0,,5,no,3.0,50,0,1,47.0,0,0,Female,20,"White, Non-Hispanic",White,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,R_soc_circle
2444,"No, I am not Married",3.0,2002.0,2005.0,4,no,6.0,63,1,3,57.0,1,2,Female,11,"White, Non-Hispanic",White,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2445,"No, I am not Married",0.0,2017.0,,4,no,5.0,20,2,1,25.0,1,3,Female,5,"Other, Non-Hispanic",Asian or Pacific Islander,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,bar_restaurant
2446,"Yes, I am Married",28.0,1989.0,,1,no,2.0,48,0,1,46.0,0,0,Male,15,"White, Non-Hispanic",White,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,college
2447,"Yes, I am Married",51.0,1966.0,,5,no,4.0,69,1,0,65.0,1,2,Male,17,"White, Non-Hispanic",White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
2448,"Yes, I am Married",41.0,1976.0,,1,no,0.0,55,2,2,55.0,2,0,Female,17,"Black, Non-Hispanic",Black or African American,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2449,"Yes, I am Married",32.0,1985.0,,0,no,12.0,69,1,0,57.0,3,2,Male,6,"Black, Non-Hispanic",Black or African American,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2450,"Yes, I am Married",3.0,2014.0,,4,no,9.0,53,1,1,62.0,1,2,Female,15,"White, Non-Hispanic",White,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2451,"Yes, I am Married",34.0,1983.0,,1,no,6.0,64,1,3,70.0,1,0,Female,10,Hispanic,White,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2452,"Yes, I am Married",14.0,2003.0,,4,no,1.0,31,1,2,32.0,2,1,Male,9,"White, Non-Hispanic",White,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2453,"No, I am not Married",6.0,2011.0,,4,no,2.0,49,2,3,51.0,2,0,Female,8,"White, Non-Hispanic",White,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,internet_other
2454,"Yes, I am Married",8.0,2009.0,,1,no,3.0,34,2,1,37.0,2,0,Male,13,"Black, Non-Hispanic",Black or African American,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,party
2455,"Yes, I am Married",17.0,2000.0,,3,no,15.0,51,0,5,36.0,1,1,Male,18,"White, Non-Hispanic",White,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2456,"Yes, I am Married",23.0,1994.0,,5,no,5.0,46,3,0,51.0,3,0,Male,13,Hispanic,White,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2457,"Yes, I am Married",20.0,1997.0,,5,no,1.0,43,0,1,42.0,0,0,Male,20,"White, Non-Hispanic",White,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2458,"Yes, I am Married",2.0,2015.0,,5,no,2.0,28,0,0,26.0,0,0,Male,16,"White, Non-Hispanic",White,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,internet_dating
2459,"Yes, I am Married",21.0,1996.0,,0,no,1.0,38,1,2,37.0,3,2,Male,9,"White, Non-Hispanic",White,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2460,"Yes, I am Married",17.0,2000.0,,4,yes,1.0,28,3,2,29.0,3,0,Female,0,Hispanic,White,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,bar_restaurant
2461,"Yes, I am Married",55.0,1962.0,,1,no,3.0,76,1,2,79.0,1,0,Female,15,"White, Non-Hispanic",White,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2462,"No, I am not Married",1.0,2016.0,,5,no,1.0,19,1,5,18.0,1,2,Female,15,"White, Non-Hispanic",White,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,internet_other
2463,"Yes, I am Married",48.0,1969.0,,1,no,0.0,66,1,3,66.0,0,1,Male,17,"White, Non-Hispanic",White,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
2464,"No, I am not Married",3.0,2014.0,,5,no,2.0,27,0,5,29.0,0,0,Female,11,"Other, Non-Hispanic",Asian or Pacific Islander,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,internet_dating
2465,"No, I am not Married",0.0,2017.0,,4,no,0.0,20,0,1,20.0,1,1,Male,14,"White, Non-Hispanic",White,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,internet_dating
2466,"No, I am not Married",4.0,2013.0,,5,no,0.0,19,1,1,19.0,2,1,Female,17,"White, Non-Hispanic",White,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,college
2467,"No, I am not Married",4.0,2013.0,,5,yes,1.0,20,0,0,21.0,1,1,Female,17,"White, Non-Hispanic",Asian or Pacific Islander,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
2468,"No, I am not Married",1.0,2016.0,,4,no,4.0,74,1,6,78.0,1,0,Female,13,"White, Non-Hispanic",White,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2469,"No, I am not Married",22.0,1995.0,,5,no,12.0,67,0,0,55.0,0,0,Female,19,"White, Non-Hispanic",White,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2470,"Yes, I am Married",58.0,1959.0,,0,no,1.0,78,1,0,79.0,2,1,Female,14,"White, Non-Hispanic",White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2471,"No, I am not Married",3.0,2014.0,,4,no,6.0,57,1,5,63.0,1,2,Female,8,"White, Non-Hispanic",White,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2472,"No, I am not Married",2.0,2015.0,,2,yes,5.0,21,1,4,16.0,2,3,Female,14,"Other, Non-Hispanic",White,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2473,"Yes, I am Married",32.0,1985.0,,4,no,3.0,60,2,0,57.0,2,0,Female,11,"White, Non-Hispanic",White,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
2474,"No, I am not Married",4.0,2013.0,,4,no,14.0,39,1,2,25.0,1,2,Male,13,Hispanic,"American Indian, Aleut, or Eskimo",5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
